0,date,co,no2,o3,so2,pm10,pm2.5,temp,feelslike,humidity,precip,windspeed,cases
,8/11/2021,1089.8125,23.78375,14.20916667,26.60291667,41.72791667,26.28291667,28.7,33.5,81.23,26.05,14,45
,9/11/2021,1419.980417,21.62375,16.2725,24.80625,64.58708333,42.24916667,29.8,33.5,68.25,0,18.5,38
,10/11/2021,1351.555833,26.0975,13.75833333,29.36541667,57.95166667,38.12541667,29.1,33,70.23,0,17.8,66
,11/11/2021,1377.701667,28.55291667,17.88916667,31.84458333,58.21083333,37.97166667,29.4,32.6,67.25,0,15.2,41
,12/11/2021,1256.148333,24.58416667,20.06875,25.26166667,47.63791667,31.89833333,28.8,32.9,74.06,0.01,13.8,43
,13/11/2021,1399.258333,26.7825,9.66875,25.49,49.80333333,33.80541667,29.2,34,74.53,0,16.5,33
,14/11/2021,1443.34625,35.10125,17.75,31.19333333,57.34208333,38.90458333,29.1,33.5,75.08,0.03,14.1,32
,15/11/2021,1900.354583,37.80041667,4.767916667,35.19625,70.445,50.83,28.5,32.7,76.86,13.41,16.1,34
,16/11/2021,1621.36625,26.66875,9.640416667,29.93125,63.31833333,44.63,29,32.8,74.86,0.16,15.8,13
,17/11/2021,1125.276667,23.80041667,13.54375,23.84083333,41.19,27.96916667,29.2,33.4,73.54,0.34,17,66
,18/11/2021,2706.17,45.87583333,11.20291667,51.22083333,102.7158333,75.59833333,28.9,33,73.88,0,36.2,34
,19/11/2021,2408.823333,45.60375,51.09166667,44.39583333,124.6125,95.08666667,29,33.5,75.41,0,16.2,37
,20/11/2021,1421.650417,28.8325,17.73666667,34.01333333,60.13333333,40.90458333,27.9,31.5,81.53,0.03,18.7,35
,21/11/2021,1398.840833,35.52958333,11.58458333,36.09083333,56.89375,41.74,27.9,31.1,84.16,3.13,21.9,60
,22/11/2021,2234.141667,43.70583333,75.37791667,60.14083333,149.2741667,120.255,28.8,33.2,79.54,0.84,15,14
,23/11/2021,1897.29625,27.10416667,18.64583333,31.84333333,76.8225,56.58083333,28.8,32.8,74.17,0.01,16.7,42
,24/11/2021,1225.9675,26.22958333,18.72041667,23.85125,47.98,32.3075,29,32,68.48,0,20.5,21
,25/11/2021,1961.827083,37.47166667,5.15875,34.78,69.19208333,49.55083333,28.6,32,73.11,0.06,18.6,17
,26/11/2021,3508.090417,83.755,47.62375,65.415,186.8195833,154.1670833,27.6,30.6,79.06,0.41,18,14
,27/11/2021,1283.269583,20.68125,8.475416667,23.12166667,47.61541667,31.54666667,28.2,31.2,76.62,0.2,18.3,18
,28/11/2021,1694.799583,28.93916667,11.39666667,29.55416667,62.08625,44.51041667,26.3,27.1,86.41,4.22,13,23
,29/11/2021,2053.339583,47.93166667,27.0075,53.22708333,95.38875,72.74,28.5,32.2,76.48,0.01,18.2,16
,30/11/2021,2540.667917,52.78,36.33291667,50.85208333,151.2829167,124.3066667,28.9,33.6,77.44,1.8,20.4,10
,1/12/2021,2659.71875,57.67875,2.136666667,60.04208333,125.5525,94.23333333,28.7,33.1,75.56,0,16.8,11
,2/12/2021,1144.885833,27.63125,43.29791667,24.08,47.75833333,35.49833333,27.7,29.1,64.29,0,22.4,16
,3/12/2021,1093.705833,25.04125,42.34041667,22.03375,46.15541667,32.76583333,27.1,27.8,62.51,0,20.5,10
,4/12/2021,825.5645833,23.33791667,49.89916667,16.93958333,28.98125,20.45666667,26.2,26.9,69.42,0,20.7,10
,5/12/2021,1101.215833,25.81541667,51.98625,19.7775,48.63208333,36.59791667,26.3,26.8,64.72,0,18.4,11
,6/12/2021,1890.341667,36.65708333,42.82625,31.80875,85.065,64.95375,26.3,27.1,66.26,0,19.5,16
,7/12/2021,1844.8625,32.84125,25.85458333,32.1475,82.00708333,61.69583333,26.2,27.3,72.28,0.02,16.8,13
,8/12/2021,1657.802917,32.47708333,33.64916667,35.13791667,65.65916667,48.47625,27.4,28.1,61.51,0,28.8,10
,9/12/2021,1021.385,31.31333333,46.66291667,21.76708333,40.65708333,28.76458333,27.3,28.1,64.45,0,20.6,14
,10/12/2021,1444.7375,29.375,41.19833333,27.40416667,57.14416667,41.74708333,27.4,28.5,64.93,0,24,12
,11/12/2021,998.8541667,23.52333333,42.2375,17.24333333,39.50708333,27.87,26.8,28.4,73.28,0,17,15
,12/12/2021,1075.485833,23.51208333,37.93083333,19.22541667,37.44916667,27.28041667,27.5,29.4,73.9,0,17.7,24
,13/12/2021,1356.979167,29.3425,29.6675,28.51125,50.7875,36.19166667,27.5,28.9,72.49,0,36.1,4
,14/12/2021,1381.039167,32.4975,34.39916667,30.23958333,61.16375,39.77541667,27.5,28.3,64.05,0,23.8,16
,15/12/2021,1052.539167,25.61166667,37.225,18.75083333,45.38833333,28.31041667,26.5,27.6,70.49,0,27.3,2
,16/12/2021,675.3604167,18.06833333,54.68666667,15.18458333,26.12291667,14.585,28,29.9,66.91,0,32.5,12
,17/12/2021,468.55125,13.14791667,42.06666667,11.74125,11.53833333,7.225,27.9,31.1,78.17,3.04,21.6,26
,18/12/2021,712.91125,15.19666667,23.20041667,13.88791667,20.5925,13.83333333,28.5,32.1,79.39,4.94,21.6,9
,19/12/2021,1801.60875,34.45916667,10.76833333,37.78958333,64.53083333,49.04666667,25.3,25.3,91.97,0,24.1,14
,20/12/2021,1352.668333,34.38,17.58375,31.35208333,50.88625,35.68833333,27.8,30.7,79.75,0,22.3,19
,21/12/2021,1481.175417,29.95208333,36.04541667,32.67333333,62.41791667,44.04291667,28.7,32.5,75.79,2.48,14.8,5
,22/12/2021,3471.374167,54.66375,0.58,60.60708333,161.2195833,124.72625,27.5,30.5,81.11,0.65,22.1,14
,23/12/2021,2352.635833,31.60208333,51.36583333,38.93166667,115.33625,90.88875,27.3,29.6,78.38,0,40.2,11
,24/12/2021,3017.425833,73.71541667,53.62625,64.78041667,153.3283333,120.2304167,27.6,29.8,73.98,11.6,14.1,30
,25/12/2021,1064.916667,18.84666667,26.32958333,17.49958333,42.83041667,28.18666667,27.7,29.7,72.6,0.24,27.1,56
,26/12/2021,699.8379167,17.01833333,49.47833333,13.2975,25.24166667,17.17583333,26.9,28.3,72.77,2.99,26.9,58
,27/12/2021,914.2945833,24.68291667,41.645,19.99708333,29.86291667,21.74291667,26.4,27.1,76.28,0.02,22.7,35
,28/12/2021,1264.771667,29.04958333,20.61,22.44208333,48.99125,34.81666667,26.8,27.6,70.26,0.01,22.6,66
,29/12/2021,1207.193333,27.015,33.76416667,21.44458333,50.5875,35.16541667,26.9,27.7,68.29,0,26.5,187
,30/12/2021,1365.880833,27.72875,29.24416667,25.65125,57.82791667,39.44916667,26.9,27.6,65.95,0,30,348
,31/12/2021,1118.044167,26.96208333,39.75791667,21.98166667,47.66291667,32.84541667,26.6,27,63.68,0,27.7,572
,1/1/2022,1135.428333,24.84833333,44.13166667,18.42083333,55.63333333,41.02916667,26.7,27.2,65.31,0,22.5,843
,2/1/2022,1213.72875,26.29,31.9525,23.24416667,52.70291667,36.6625,26.2,26.6,63.77,0,20.9,974
,3/1/2022,982.3058333,23.22583333,41.10541667,19.35166667,47.06958333,29.20583333,26.6,27,63.49,0,28.1,714
,4/1/2022,1077.015417,23.6775,44.12166667,22.48125,51.21375,32.51666667,26.7,27.2,66.44,0,28.9,812
,5/1/2022,1267.274167,24.13291667,40.78916667,24.38833333,60.2125,37.95125,26.5,27.3,68.52,0,19.8,1415
,6/1/2022,960.4695833,28.58958333,49.71291667,25.77958333,43.78041667,24.98,26.3,27.1,72.03,0,20,1938
,7/1/2022,1255.87,30.58916667,34.61958333,25.74958333,52.9525,33.80083333,26.7,27.6,67.79,0,23,2263
,8/1/2022,1869.200417,33.55166667,31.7975,32.79291667,78.05333333,57.66208333,27,28.7,72.02,0.66,18.6,2412
,9/1/2022,1951.535833,30.635,81.85541667,44.54458333,106.26,80.54916667,27.3,28.9,75.07,0,22.7,2330
,10/1/2022,2033.870417,36.02208333,104.4845833,47.79291667,149.5029167,117.9570833,27.3,29.1,75.9,0,16.6,2616
,11/1/2022,1361.847083,44.8925,52.06,31.90708333,75.80416667,59.77458333,27.5,28.5,68.7,0.1,21.9,2210
,12/1/2022,1374.642083,27.04625,38.5575,24.86083333,69.43958333,51.91041667,25.9,26.5,70.7,0.11,50,2159
,13/01/2022,1167.694583,29.21,43.61166667,22.62458333,51.93583333,36.79791667,26,26.6,71.6,0.1,16.8,1983
,14/01/2022,1019.994583,25.40875,51.7425,20.6675,43.45125,29.3225,25.3,25.6,70.4,0.2,23.4,2056
,15/01/2022,728.0704167,14.98541667,53.39416667,12.25833333,34.14375,20.74,25.2,25.5,64.8,0.2,20.5,1743
,16/01/2022,771.7408333,17.66208333,52.01541667,13.00041667,37.545,22.1825,25.7,26.3,67.2,0.1,35.8,1476
,17/01/2022,1056.015417,26.71166667,41.12291667,19.94375,52.89083333,31.99333333,25.1,25.3,66.9,0,30.8,1232
,18/01/2022,1398.840833,33.43708333,27.40166667,26.50416667,60.65333333,40.50791667,24.5,24.7,66.3,0,19.5,969
,19/01/2022,1403.849583,40.74166667,31.71666667,33.95,62.92208333,43.19041667,25.4,25.8,72.4,0,16.7,669
,20/01/2022,1201.35125,25.83625,34.125,23.29041667,51.12916667,35.14291667,26.2,26.8,73.5,0.3,23.3,764
,21/01/2022,968.8145833,26.08333333,40.65,23.585,36.37458333,24.4025,26.4,27.3,76.6,6.74,19.8,640
,22/01/2022,1127.639583,21.80666667,44.68333333,20.63833333,47.98833333,34.12583333,27.6,29.3,70.4,0.5,20.1,585
,23/01/2022,1406.35,22.67666667,0.788888889,19.20555556,61.84222222,43.84111111,26.9,28.3,77.3,0,22.5,499
,24/01/2022,1449.521333,34.056,83.58866667,36.04866667,70.55066667,49.32133333,26.4,27.7,76.8,2.8,24.8,362
,25/01/2022,1188.2775,25.04708333,22.82333333,22.61041667,55.51916667,33.92916667,26.5,27.6,70.3,0,20.5,336
,26/01/2022,963.2516667,25.01166667,21.35541667,21.31833333,34.1725,22.18291667,25.5,26.2,80.4,3.57,19.5,259
,27/01/2022,1092.175833,24.6875,20.17833333,27.2675,39.31708333,26.61791667,27.2,29.7,80,24,18.4,282
,28/01/2022,843.2266667,25.88916667,21.55625,28.4225,34.6225,21.0625,27.7,29.9,75.7,0.4,25.5,263
,29/01/2022,1326.241667,21.0425,62.11458333,28.89333333,79.43666667,56.45791667,26.9,28.7,78.9,0.3,31.2,477
,30/01/2022,786.4833333,15.4025,36.4025,14.5925,28.06416667,21.65041667,26.2,27.8,85.1,3.2,35.6,269
,31/01/2022,1210.2525,23.72625,45.15,25.76458333,56.3875,41.60583333,27.4,28.9,72.6,0.1,23.6,851
,1/2/2022,1048.365833,27.215,45.93166667,26.01791667,49.185,34.57541667,27.3,28.4,69.2,0,22.3,208
,2/2/2022,1208.027083,26.31875,34.50541667,27.05083333,56.26833333,36.87958333,27.2,28.3,66.6,0,29.7,308
,3/2/2022,1305.660417,33.4875,35.29458333,25.97791667,55.85416667,35.56,27.2,29,72.8,0,17,132
,4/2/2022,1570.18375,28.99208333,31.49,33.49291667,81.23541667,51.11833333,27.6,28.8,66.6,0,20.6,213
,5/2/2022,1010.25875,21.78791667,37.51625,17.12458333,48.59083333,32.58375,27.3,28.1,65.1,0,25.2,124
,6/2/2022,835.9954167,20.73208333,51.17458333,18.67041667,38.90875,28.59375,27.2,28.2,66,0.2,57,179
,7/2/2022,806.0925,22.77,56.41875,19.2075,33.95541667,24.1925,27.2,28.6,74.7,0.91,19.6,118
,8/2/2022,1028.895833,27.46125,30.48708333,23.60791667,46.9725,31.37625,27.9,30.2,73.4,0.3,16.9,96
,9/2/2022,943.6404167,22.03125,38.43083333,19.93166667,44.79708333,27.80166667,28.2,29.8,66,0,21.2,72
,10/2/2022,1051.426667,22.7225,40.11916667,20.84166667,50.12666667,31.67958333,27.8,29.1,66.2,0,23.8,84
,11/2/2022,1057.545833,22.91166667,34.75416667,22.18833333,45.23916667,29.4075,27.5,28.6,69.1,0.1,25,101
,12/2/2022,691.355,18.50041667,37.71625,15.00791667,27.17083333,15.59916667,27.6,29.2,69.3,0,16.7,79
,13/02/2022,847.5379167,22.45916667,30.96916667,19.78875,29.84458333,20.70833333,27.9,30.2,72.3,0.7,19.3,88
,14/02/2022,1371.30375,33.48666667,52.07083333,36.00041667,62.28416667,44.21666667,27.7,30.2,75.5,1.1,23.6,75
,15/02/2022,1348.77375,24.96875,40.12458333,29.69833333,63.88,41.89458333,27.8,29.9,74.7,0.8,23.4,56
,16/02/2022,1468.1025,38.06458333,32.00958333,32.53375,58.73833333,40.50666667,27.7,29.6,70.7,0.1,17.1,46
,17/02/2022,1134.8725,27.68833333,35.42041667,23.12125,43.26666667,29.52583333,27.2,29.1,75.7,2.9,27.2,78
,18/02/2022,1338.482083,28.69541667,33.09125,27.99416667,54.98541667,38.07583333,27.8,30,72.5,0,18.6,66
,19/02/2022,1212.755417,26.28958333,28.99416667,27.15875,53.34083333,36.14,28.4,31.1,70.1,0.4,18.2,75
,20/02/2022,1578.437778,25.66666667,0.125555556,23.55111111,77.01888889,51.45222222,28.5,30.9,66.6,0,24.6,105
,21/02/2022,624.8486667,17.26266667,62.53666667,16.70466667,19.86466667,11.59533333,28,30.1,70,0,21.6,55
,22/02/2022,756.8591667,23.82083333,49.38166667,22.99708333,25.75,15.23375,26.5,27.8,82.4,15.59,18,32
,23/02/2022,1068.393333,27.63666667,33.41291667,23.38916667,44.5575,29.005,27.4,28.9,72.5,0,23.7,57
,24/02/2022,1366.157917,29.11416667,33.77333333,33.23958333,62.10083333,41.47625,28,29.7,68.2,0.1,29.2,55
,25/02/2022,990.0933333,22.48083333,39.32333333,19.8675,40.78916667,26.94708333,28.2,29.8,65.4,0.1,25.2,62
,26/02/2022,515.83875,12.64125,63.82083333,11.6375,18.30333333,11.09916667,27.6,28.9,69,0.32,22.4,53
,27/02/2022,783.4241667,20.36125,44.92916667,15.56208333,29.86333333,19.75041667,27.5,28.9,66.3,0,25.6,47
,28/02/2022,876.605,20.52541667,42.23666667,18.4125,38.79208333,25.01041667,28.3,29.8,63.9,0,26,78
,1/3/2022,1082.85625,21.575,35.37,22.09625,52.11625,29.27708333,28.2,29.4,61.7,0,23.7,45
,2/3/2022,972.7079167,21.76291667,28.3575,19.3325,45.39166667,25.4475,28.2,30.2,66.3,0,23.7,25
,3/3/2022,936.5491667,21.0575,48.76958333,21.53708333,43.2325,25.49666667,28.4,30.7,68.8,0,26.6,45
,4/3/2022,733.4958333,20.20583333,62.94625,18.12166667,45.60166667,25.48875,28.2,30.6,69.9,0,27.2,39
,5/3/2022,661.5916667,16.78541667,60.68083333,15.86833333,42.30291667,22.29791667,28.6,30.8,66.4,0,16.8,48
,6/3/2022,666.18125,16.635,69.61958333,17.97041667,46.6275,27.92125,28.4,30.4,66.6,0,29,55
