date,co,no2,o3,so2,pm10,pm2.5,temp,feelslike,humidity,precip,windspeed,cases
10/10/2021,1182.019167,22.38458333,29.92333333,18.745,48.8075,37.04708333,29,34.6,80.6,32.2,26.5,274
11/10/2021,301.3816667,6.864166667,58.13041667,4.92,15.91791667,11.22166667,28.8,34.2,80.9,7.16,38.6,144
12/10/2021,750.1854167,24.53666667,25.68333333,18.245,25.83,21.85166667,27.9,32.1,84.5,18.91,28.5,183
13/10/2021,1505.653333,36.8075,11.6125,28.35666667,60.06083333,50.195,27.6,30.8,84.2,17.62,13.9,121
14/10/2021,1241.1275,40.43541667,15.28125,31.56416667,50.62708333,40.87625,27.4,31,87.2,8.12,16.9,171
15/10/2021,1809.676667,39.51416667,15.05583333,45.91583333,76.69416667,60.49416667,27.8,31.6,85.3,47.48,16.7,150
16/10/2021,3187.23875,51.15875,16.445,64.33958333,143.0141667,117.2658333,28.8,33.4,80.3,4.64,15.9,112
17/10/2021,2142.628333,53.64416667,29.025,41.35541667,88.83,67.50041667,29.3,34.1,74.6,3.85,11.3,130
18/10/2021,2199.650417,34.38833333,23.88083333,43.30291667,97.96708333,71.54541667,27.5,30.4,80.9,1.99,13.2,145
19/10/2021,2032.757917,34.00041667,27.6775,48.04166667,89.87958333,63.56458333,28.9,32.3,73.7,0.4,15.1,130
20/10/2021,2821.326667,46.41125,10.0975,48.39958333,129.73625,96.50458333,28.6,32.4,75.3,1.57,16.6,71
21/10/2021,2714.237083,45.68375,4.332916667,48.20083333,119.8070833,99.25333333,28.1,32,82.8,7.26,24.1,64
22/10/2021,2268.076667,53.77375,12.515,43.87416667,85.81625,64.14916667,28.4,31.6,75.6,1.1,13.6,77
23/10/2021,1025.557917,24.26375,19.46875,19.8725,35.69458333,24.86125,28,31.5,78.4,7,16.3,132
24/10/2021,1826.922083,30.63875,10.33041667,31.75875,68.79541667,49.9475,26.9,28.7,82,17.82,15.3,95
25/10/2021,2265.295833,33.71583333,9.15375,49.63125,89.43291667,65.68,26.4,27.6,85.3,17.01,11.3,110
26/10/2021,2295.33625,36.73,19.98208333,37.20375,97.58208333,70.35791667,27.5,29.9,78.4,6.64,14.8,144
27/10/2021,1647.5125,41.15666667,17.09875,30.91375,64.15083333,42.99041667,28.5,31.3,73.5,3.2,13,70
28/10/2021,886.7595833,22.5025,53.81458333,18.135,41.04333333,26.84208333,28.1,31.4,74.2,3.48,17.2,119
29/10/2021,1041.829583,26.92291667,45.74625,21.11125,47.00708333,30.6175,29.1,31.3,63.5,0,20.4,63
30/10/2021,1125.554167,23.79833333,43.55166667,19.33166667,52.18666667,35.99541667,28.7,31.5,68.8,0,23.2,70
31/10/2021,1776.715833,27.405,37.43208333,26.15833333,86.70083333,62.94375,28.9,31.2,66.1,0,16.7,68
1/11/2021,1428.604167,30.9325,33.10041667,26.30583333,58.38,39.57541667,28.2,31,73.8,1.12,23.1,51
2/11/2021,1527.34875,33.55833333,36.97541667,28.41666667,72.33125,48.17958333,28.8,31.4,69.1,1.2,27.6,34
3/11/2021,1531.52125,31.78791667,34.33416667,27.60583333,64.97375,44.83583333,29.6,32.3,62.2,0,20.5,24
4/11/2021,1489.798333,30.03125,32.41791667,26.83708333,58.23708333,39.52416667,29.5,32.8,65.7,0,16.6,41
5/11/2021,997.32625,18.74583333,15.94958333,21.82083333,35.29625,22.98041667,29.2,33.4,70.9,1.5,39.4,56
6/11/2021,1406.90875,22.45166667,30.80416667,31.16375,60.57666667,43.00333333,29.7,34.6,73.3,1.1,44.6,52
7/11/2021,1255.314167,20.1525,18.69666667,24.3725,47.40333333,31.805,29.3,34,74.5,4.1,18.5,51
8/11/2021,1140.9925,23.33375,14.08,25.16291667,47.16875,29.50833333,28.7,33.5,81.2,30.34,14,44
9/11/2021,1554.607917,23.04458333,16.26833333,30.05166667,72.03458333,47.82125,29.8,33.5,68.2,0.9,18.5,38
10/11/2021,1203.02,26.33291667,13.82166667,27.42875,49.17708333,32.06,29.1,33,70.2,0,17.8,66
11/11/2021,1409.411667,27.74666667,17.83916667,29.45916667,57.49375,38.05791667,29.4,32.6,67.2,0,15.2,41
12/11/2021,1178.265,24.03375,20.06875,24.41791667,44.50166667,29.02125,28.8,32.9,74.1,2.11,13.8,43
13/11/2021,1462.6775,27.7825,9.667916667,27.47666667,54.17666667,36.91416667,29.2,34,74.5,2.7,16.5,33
14/11/2021,1396.060417,35.74375,18.31041667,28.72958333,54.51666667,37.70208333,29.1,33.5,75.1,1.63,14.1,32
15/11/2021,2062.240833,38.17208333,4.197083333,38.32541667,77.40291667,56.17791667,28.5,32.7,76.9,17.81,16.1,34
16/11/2021,1404.405417,24.33375,9.694583333,27.3975,52.06083333,36.47375,28.9,32.6,75.5,0.76,15.8,13
17/11/2021,1198.709583,25.47083333,13.505,23.82208333,46.76375,30.8475,29.3,33.4,73.5,0.53,17,66
18/11/2021,2861.936667,45.47541667,11.19583333,51.79666667,111.67375,82.18708333,28.9,33,73.9,0,36.2,34
19/11/2021,2546.231667,48.9675,51.08958333,52.75,130.6425,99.49666667,29,33.5,75.4,0,16.2,37
20/11/2021,1068.949583,27.14708333,19.17416667,26.83166667,41.69666667,28.70125,27.9,31.5,81.5,0.42,18.7,35
21/11/2021,1661.975833,35.23791667,10.14125,43.63083333,76.09458333,56.03916667,27.9,31.1,84.2,6.12,21.9,60
22/11/2021,2244.155417,40.4775,75.3825,52.47166667,144.48375,117.5995833,28.9,33.2,79.5,2.44,15,14
23/11/2021,1694.2425,31.30958333,18.75708333,31.38583333,65.31583333,46.05083333,28.8,32.8,74.2,3.21,16.7,41
24/11/2021,1154.760417,25.3875,19.26166667,22.28208333,43.99833333,29.90625,29,32,68.5,0.6,20.5,21
25/11/2021,2202.709167,40.5275,4.534583333,41.26666667,82.29833333,58.92333333,28.6,32,73.1,4.26,18.6,17
26/11/2021,3341.197083,76.02208333,47.58833333,57.5075,177.54625,146.6829167,27.6,30.6,79.1,7.71,18,14
27/11/2021,1168.114167,21.55208333,8.487916667,23.53875,42.32208333,28.32583333,28.3,31.2,76.6,4.2,18.3,18
28/11/2021,1995.205417,30.5525,11.38625,37.67125,76.71666667,56.72916667,26.3,27.1,86.4,6.92,13,23
29/11/2021,2416.054583,49.175,27.0025,54.77583333,121.1608333,95.72458333,28.5,32.2,76.5,0.21,18.2,16
30/11/2021,2470.5725,67.02416667,36.33958333,57.70708333,156.8020833,124.0870833,28.9,33.6,77.4,2.4,20.4,10
1/12/2021,2270.024167,47.49666667,6.402916667,48.81666667,87.80916667,67.80375,28.8,33.1,75.6,3.4,16.8,11
2/12/2021,1120.68625,27.26041667,39.07,21.29791667,49.04583333,35.58041667,27.8,29.1,64.3,0.6,22.4,16
3/12/2021,757.4166667,19.3,55.66458333,17.73208333,28.29958333,18.45916667,27.1,27.8,62.5,1.6,20.5,10
4/12/2021,907.6195833,25.20208333,49.04708333,18.03333333,36.33666667,26.77625,26.2,26.9,69.4,0,20.7,10
5/12/2021,1256.98375,30.00708333,40.86625,21.06833333,55.96458333,42.03041667,26.3,26.8,64.7,0,18.4,11
6/12/2021,2245.822917,37.37041667,41.44875,35.0175,104.6945833,80.55375,26.3,27.1,66.3,0,19.5,16
7/12/2021,1571.714167,31.05625,27.81125,32.10791667,63.29166667,46.52916667,26.2,27.3,72.3,0.52,16.8,13
8/12/2021,1461.982083,32.43458333,40.13666667,32.05875,55.79125,40.82333333,27.4,28.1,61.5,0,28.8,10
9/12/2021,1027.782917,30.87041667,48.21333333,23.09833333,43.41208333,30.4925,27.3,28.1,64.4,0,20.6,14
10/12/2021,1614.13375,28.91083333,36.92833333,26.0275,63.43708333,47.65083333,27.4,28.5,64.9,0,24,12
11/12/2021,690.6579167,18.93208333,48.32458333,14.36833333,24.33,15.55333333,26.8,28.4,73.3,0.9,17,15
12/12/2021,1260.180833,27.46833333,29.94458333,22.5425,45.98166667,33.86541667,27.5,29.4,73.9,0.1,17.7,24
13/12/2021,1450.995417,33.62625,27.08041667,34.41208333,58.28708333,40.29666667,27.5,28.9,72.5,0.2,36.1,4
14/12/2021,1365.463333,28.44166667,34.35041667,23.28625,59.51791667,38.11666667,27.6,28.3,64,0,23.8,16
15/12/2021,827.7895833,22.5275,49.71,17.18541667,35.71208333,20.76541667,26.5,27.6,70.5,0,27.3,2
16/12/2021,565.90625,14.96875,57.95,13.88833333,16.9325,10.06208333,28,29.9,66.9,0.1,32.5,12
17/12/2021,419.3179167,11.85625,34.34791667,10.17458333,9.415416667,5.575,27.9,31.1,78.2,8.44,21.6,25
18/12/2021,968.6741667,21.0875,17.625,19.67708333,32.88041667,22.59666667,28.5,32.1,79.4,9.64,21.6,9
19/12/2021,1911.480833,36.08666667,10.25875,39.99458333,70.99875,54.54625,25.3,25.3,92,3.2,24.1,13
20/12/2021,1374.920833,32.68,14.44791667,30.69625,53.00541667,36.23541667,27.9,30.7,79.7,2.3,22.3,19
21/12/2021,1668.095,31.40875,36.03041667,34.20291667,73.23833333,51.91166667,28.8,32.5,75.8,4.68,14.8,5
22/12/2021,3945.350833,52.27916667,0.57875,60.11125,184.2795833,148.365,27.5,30.5,81.1,7.15,22.1,14
23/12/2021,2041.658333,36.42916667,51.36833333,46.57041667,101.67375,75.16583333,27.3,29.6,78.4,2.1,40.2,11
24/12/2021,2657.492917,67.33916667,53.63708333,52.45791667,133.6175,103.6425,27.6,29.8,74,13.21,14.1,30
25/12/2021,866.0358333,19.86833333,35.27625,16.3075,30.57083333,20.5925,27.7,29.7,72.6,2.24,27.1,56
26/12/2021,637.53125,15.62541667,55.52208333,13.50041667,21.97041667,15.20375,27,28.5,72.7,6.09,31.7,59
27/12/2021,1066.44625,27.28916667,28.71458333,21.02041667,35.94041667,26.98833333,26.4,27.2,76.2,4.11,37.4,35
28/12/2021,1245.8575,29.72791667,23.15166667,22.40333333,52.895,36.395,26.8,27.6,70.3,0.71,22.6,66
29/12/2021,1421.372083,27.89291667,29.60916667,25.06916667,58.92791667,41.31833333,26.9,27.7,68.3,0,26.5,187
30/12/2021,1265.188333,27.64375,32.28583333,24.54875,52.58166667,36.075,26.9,27.6,65.9,0,30,348
31/12/2021,1051.843333,25.71916667,43.67541667,18.53,49.66416667,35.81125,26.6,27,63.7,0,27.7,570
1/1/2022,1152.67375,25.8625,38.19375,21.90291667,52.43333333,35.90666667,26.7,27.2,65.3,0,22.5,843
2/1/2022,1198.709167,26.0475,33.46708333,21.69416667,53.175,38.17625,26.2,26.6,63.8,0,20.9,976
3/1/2022,955.0458333,22.76916667,45.26833333,20.71291667,47.1075,27.315,26.6,27,63.5,0,28.1,711
4/1/2022,1338.480833,23.7625,36.96458333,23.54416667,63.27958333,42.50125,26.7,27.2,66.4,0,28.9,812
5/1/2022,959.0791667,25.9325,48.43625,23.23625,44.46708333,24.89333333,26.5,27.3,68.5,0,19.8,1419
6/1/2022,960.7475,26.7475,48.18,23.405,43.58541667,25.42416667,26.3,27.1,72,0,20,1941
7/1/2022,1605.510417,34.94458333,28.50875,32.93166667,68.57958333,47.15,26.7,27.6,67.8,0,23,2266
8/1/2022,2141.235833,31.18041667,31.79416667,36.28958333,93.91833333,70.10875,27,28.7,72,0.66,18.6,2412
9/1/2022,1875.87875,28.65708333,81.85291667,42.34958333,108.195,81.28333333,27.3,28.9,75.1,0,22.7,2329
10/1/2022,1705.647083,46.54,110.6154167,48.57666667,140.2829167,115.1695833,27.3,29.1,75.9,0,16.6,2621
11/1/2022,1369.079167,34.11833333,45.94625,24.46791667,65.90541667,48.83916667,27.5,28.5,68.7,0,21.9,2207
12/1/2022,1360.734167,31.40833333,39.86666667,24.94,66.77083333,49.64583333,25.9,26.5,70.7,0.61,50,2158
13/01/2022,1061.44,27.71083333,47.38625,22.73333333,44.42125,30.43416667,26,26.6,71.6,0.9,16.8,1985
14/01/2022,896.4929167,20.70333333,55.27791667,17.18041667,38.66,25.79875,25.3,25.6,70.4,0,23.4,2053
15/01/2022,745.8725,16.21375,48.53375,11.87125,35.46416667,20.5825,25.2,25.5,64.8,0,20.5,1744
16/01/2022,784.53625,17.93333333,56.595,14.34666667,40.85833333,24.025,25.7,26.3,67.2,0,35.8,1477
17/01/2022,1216.787917,30.26,33.06291667,24.52833333,59.44208333,37.63583333,25.1,25.3,66.9,0,30.8,1235
18/01/2022,1411.637083,34.88,28.30625,27.29833333,59.32041667,40.5,24.5,24.7,66.3,0,19.5,967
19/01/2022,1415.531667,36.55708333,31.10875,31.50625,62.43333333,42.99666667,25.4,25.8,72.4,0.5,16.7,668
20/01/2022,1044.4725,26.53583333,35.5175,21.90041667,41.62125,28.47666667,26.2,26.8,73.5,0,23.3,765
21/01/2022,1057.267083,24.58458333,40.27916667,22.43708333,43.0975,28.81166667,26.4,27.3,76.6,6.04,19.8,639
22/01/2022,1073.120833,20.94208333,43.31333333,20.49416667,44.04125,31.48625,27.6,29.3,70.4,1.2,20.1,585
23/01/2022,2803.8,23.65,1.23,31.95,111.06,84.67,26.9,28.3,77.3,0.2,22.5,498
24/01/2022,1448.631304,32.10478261,54.65,31.32608696,73.80478261,49.52217391,26.4,27.7,76.8,3.1,24.8,361
25/01/2022,1099.54625,23.97666667,24.46958333,21.82583333,45.37458333,27.9625,26.5,27.6,70.3,0.2,20.5,338
26/01/2022,1063.10875,25.18208333,19.58958333,25.32083333,38.59666667,26.135,25.5,26.2,80.6,8.57,19.5,260
27/01/2022,791.2120833,23.5525,25.20791667,23.96,26.02625,15.73458333,27.2,29.7,80,24.7,18.4,282
28/01/2022,1419.563333,27.56708333,16.51708333,35.86291667,69.74083333,45.84791667,27.7,29.9,75.7,1.6,25.5,262
29/01/2022,687.7379167,15.56625,73.72208333,16.86791667,41.26541667,31.36,26.9,28.7,78.9,0.7,31.2,478
30/01/2022,1307.05,23.89166667,24.88833333,25.36666667,55.48916667,42.30083333,26.2,27.8,85.1,3.2,35.6,268
31/01/2022,924.03125,21.58458333,55.83166667,22.40666667,44.92458333,32.7625,27.4,28.9,72.6,0.4,23.6,851
1/2/2022,1257.26,30.05666667,35.88,30.12083333,57.81083333,39.68791667,27.3,28.4,69.2,0,22.3,208
2/2/2022,1067.28125,25.66208333,35.96416667,20.22583333,47.65291667,29.94541667,27.2,28.3,66.6,0,29.7,306
3/2/2022,1568.2375,33.11583333,33.11458333,33.19041667,74.82541667,47.50541667,27.2,29,72.8,1.1,17,133
4/2/2022,1344.044583,26.215,32.64416667,25.06875,65.1825,40.47125,27.6,28.8,66.6,0,20.6,214
5/2/2022,968.81375,25.17958333,38.96416667,21.62416667,46.40916667,33.38916667,27.3,28.1,65.1,0,25.2,123
6/2/2022,642.39875,14.81208333,67.62791667,13.70375,28.85875,20.85708333,27.2,28.2,66,0,57,178
7/2/2022,1003.583333,26.9475,38.84958333,21.81,45.57541667,32.54916667,27.2,28.6,74.7,1.31,19.6,119
8/2/2022,1023.88875,26.0475,29.45166667,22.67416667,45.04333333,28.76083333,27.9,30.2,73.4,0.2,16.9,96
9/2/2022,1055.459167,23.80208333,38.30583333,21.45166667,52.14666667,33.00708333,28.2,29.8,66,0,21.2,72
10/2/2022,1009.147083,22.09375,41.16291667,21.24916667,46.015,29.04791667,27.8,29.1,66.2,0,23.8,84
11/2/2022,874.52,21.45583333,36.97583333,18.59166667,35.3325,21.88583333,27.5,28.6,69.1,0,25,99
12/2/2022,656.585,16.62916667,42.79916667,15.06333333,24.64458333,15.0675,27.6,29.2,69.3,0.2,16.7,80
13/02/2022,1023.610417,24.92958333,22.39583333,21.71041667,39.41083333,26.87041667,27.9,30.2,72.3,1.2,19.3,90
14/02/2022,1534.3025,32.50125,51.9725,40.67041667,75.51041667,52.07583333,27.7,30.2,75.5,2.7,23.6,75
15/02/2022,1241.9625,29.63875,41.29416667,27.45208333,53.17541667,36.07416667,27.8,29.9,74.7,0.9,23.4,57
16/02/2022,1404.960833,34.96583333,32.83375,30.5575,54.88208333,37.77208333,27.8,29.7,70.7,1.4,17.1,46
17/02/2022,1303.15625,27.87416667,33.46041667,24.89875,51.79625,36.17,27.2,29.1,75.7,3.5,27.2,77
18/02/2022,1268.943333,27.6675,33.06,28.68958333,53.55625,36.40916667,27.8,30,72.5,0,18.6,65
19/02/2022,1162.687917,25.56083333,29.00416667,23.79166667,51.01583333,34.06583333,28.4,31.1,70.1,0,18.2,76
20/02/2022,2296.45,25.36,0.7,35.29,99.57,69.32,28.5,30.9,66.6,0,24.6,105
21/02/2022,670.4756522,20.06565217,54.26521739,20.30652174,24.42043478,13.83434783,28,30.1,70,0.6,21.6,55
22/02/2022,900.3870833,24.91958333,42.0275,22.48041667,32.4825,21.04791667,26.5,27.8,82.4,22.69,18,32
23/02/2022,1340.428333,32.335,27.94666667,32.43958333,59.83916667,39.96,27.4,28.9,72.5,1.3,23.7,57
24/02/2022,1163.105,24.98708333,33.87708333,24.28916667,50.39083333,32.52291667,28,29.7,68.2,0,29.2,53
25/02/2022,705.54125,16.87208333,57.19625,15.44083333,26.59416667,17.62208333,28.2,29.8,65.4,0,25.2,64
26/02/2022,720.8391667,19.19291667,49.1675,14.57375,28.7325,18.13666667,27.6,28.9,69,0.52,22.4,52
27/02/2022,703.87125,17.91125,46.91208333,14.7375,27.28333333,17.76458333,27.5,28.9,66.3,0,25.6,47
28/02/2022,1095.234167,20.86125,36.89458333,22.23708333,49.58875,31.30583333,28.3,29.8,63.9,0,26,78
1/3/2022,1085.63875,23.34625,35.40875,20.18916667,54.68458333,30.41916667,28.2,29.4,61.7,0,23.7,45
2/3/2022,858.9425,18.8,28.54666667,18.88458333,35.59458333,19.895,28.2,30.2,66.3,0,23.7,26
3/3/2022,801.6420833,16.85041667,24.80333333,18.23916667,33.87541667,20.3075,28.4,30.7,68.8,0,26.6,46
4/3/2022,875.075,17.72958333,28.64958333,19.64,36.96916667,22.23416667,28.2,30.6,69.9,0,27.2,40
5/3/2022,1006.642917,17.99,39.88708333,25.01416667,43.7975,26.56541667,28.6,30.8,66.4,0,16.8,48
6/3/2022,862.2795833,16.4675,33.46666667,20.57458333,38.56041667,23.07541667,28.4,30.4,66.6,0,29,54
7/3/2022,1258.652083,29.42416667,79.64041667,38.12708333,76.12916667,50.28833333,28.3,30.1,65.6,0,19,29
8/3/2022,829.45875,18.28583333,71.18916667,21.22958333,37.23375,24.21833333,28.5,30.9,68.5,0.1,21.7,51
9/3/2022,597.615,13.19541667,74.21541667,12.41,23.30416667,12.30458333,28.1,30.3,66.5,0.1,24.1,24
10/3/2022,670.35375,18.8125,72.39375,16.48625,23.77166667,13.21666667,28.4,30.2,63.7,0,29.5,33
11/3/2022,2202.709583,44.99375,38.84625,41.8825,93.25458333,72.74833333,28.8,32,71.9,3.51,21.4,23
12/3/2022,1512.050833,39.6275,36.79166667,34.35166667,62.11708333,43.955,29,33,75.1,4.33,40.2,43
13/3/2022,787.1779167,22.14458333,35.36416667,20.35583333,28.34125,17.53666667,27.6,30.5,80.2,1.34,24.8,46
14/3/2022,1856.407083,35.72916667,49.01541667,39.92458333,82.46666667,63.07291667,28.1,30.9,79.3,6.09,23.4,36
15/3/2022,1095.095417,24.58958333,59.15458333,36.3675,57.37208333,39.37458333,28.9,33.5,78.4,10.6,16.2,14
16/3/2022,1157.124583,24.39833333,30.77291667,38.55375,52.0125,34.71916667,29.4,33.8,73,5.2,21.1,15
17/3/2022,932.9320833,21.79916667,6.72375,27.75625,37.03958333,22.71875,30,34.9,70.3,1.2,17.2,33
18/3/2022,2158.761667,48.20041667,87.74791667,40.9575,168.4916667,143.9325,29.6,34.7,74.7,2.32,23.7,33
19/3/2022,816.38375,23.96291667,32.45458333,29.65208333,57.59875,43.37291667,30,35.4,73.2,2.35,13.4,33
20/3/2022,654.0808333,14.12583333,16.10958333,16.85833333,23.68166667,14.06125,30.4,34.5,65.3,0.7,20.4,26
21/3/2022,787.595,14.26625,9.265833333,18.82083333,31.91333333,18.97208333,29.7,34,69.3,0.3,19.8,20
22/3/2022,790.3766667,16.33333333,32.17791667,22.15291667,36.06791667,20.99375,29.8,33.6,67.2,0.3,40.2,22
23/3/2022,1029.73,31.90125,26.54541667,37.30208333,45.80583333,28.24291667,29.7,33.8,68.5,14.03,27.3,15
24/3/2022,487.4670833,14.02291667,15.73458333,16.37666667,15.86375,7.38625,30,34.6,69.9,8.43,20.3,26
25/3/2022,517.5058333,15.38,21.89375,16.75875,20.06166667,9.830833333,30,34.1,66.7,0,23.7,22
26/3/2022,642.2595833,14.96083333,40.0525,19.34208333,30.42333333,18.13041667,30.4,34.7,65.1,0.1,20.4,30
27/3/2022,642.5370833,14.39291667,28.17125,17.54166667,28.57125,16.67833333,29.8,33.7,67.3,0.2,23.8,20
28/3/2022,516.2554167,13.75958333,33.08333333,15.69541667,20.07833333,10.84833333,30,33.2,63.8,0,22.3,26
29/3/2022,457.7029167,13.98041667,18.36875,13.24916667,14.72875,7.9875,30,34,66.7,0.01,22.4,5
30/3/2022,621.2583333,15.815,19.46125,15.8025,23.18541667,13.49541667,29.8,33.5,67,0.2,26.1,20
31/3/2022,624.7354167,16.72708333,19.00083333,15.93416667,22.67625,12.72791667,30.2,33.9,64.8,0,24.8,33
1/4/2022,652.4125,16.875,21.74458333,15.81458333,21.51875,12.70833333,29.4,33.3,69.8,4.58,20.6,19
2/4/2022,931.8195833,18.96791667,26.32208333,15.93208333,43.1725,24.33,29.1,31.4,63.8,0,18.4,27
3/4/2022,712.4941667,16.96875,26.87375,15.61125,32.15625,16.31916667,28.5,29.9,59.9,0,19.3,47
4/4/2022,663.9558333,17.98916667,33.11125,15.8325,23.06708333,13.52833333,28.7,30.5,62.8,0,29.5,17
5/4/2022,801.9204167,22.87666667,38.54166667,19.04333333,27.18333333,16.70166667,25.6,26.2,89,35.31,12.9,15
6/4/2022,793.4370833,23.36291667,36.54416667,18.34791667,27.64083333,17.12916667,27.1,29.7,81.8,5.38,18,14
7/4/2022,1274.366667,24.97625,24.715,26.45916667,49.5875,34.79458333,28.5,31.4,74.2,0.15,19.1,26
8/4/2022,2460.56,51.13083333,4.075416667,51.56791667,87.75458333,67.48291667,27.6,30.4,77,7.59,17.6,14
9/4/2022,1245.85625,25.10458333,17.36583333,28.2325,49.295,33.04833333,28.6,31.6,71.9,0.65,22.9,18
10/4/2022,1603.28625,42.82,0.579166667,35.59333333,63.98666667,45.965,28.3,31,72.8,0.56,15,12
11/4/2022,1319.567083,24.45583333,20.75791667,29.94541667,57.0775,40.88958333,28.7,31.7,70,0.5,20.5,13
12/4/2022,2244.989167,49.26,9.36375,51.12208333,120.14125,94.52291667,27.8,31.5,80.3,0.71,24.8,14
13/4/2022,1120.964167,30.43916667,48.60291667,26.83791667,72.47333333,57.40375,28.3,32,81,1.22,30.6,7
14/4/2022,1040.717083,31.3025,43.51166667,25.73916667,56.42291667,40.11833333,29.2,33.3,73.5,0,23.7,23
15/4/2022,1047.253333,29.12458333,101.695,41.1475,77.63291667,61.33208333,29.1,33.6,74.6,0,18.2,15
16/4/2022,1669.485833,32.00833333,26.01166667,36.24958333,66.60875,49.99041667,29,32.9,72.2,0.02,17,11
17/4/2022,1174.370833,31.91583333,23.00916667,26.96125,46.5675,31.28541667,28.2,31.3,71.8,4.7,19,13
18/4/2022,1036.544583,21.67333333,44.51916667,20.0825,44.20708333,28.88916667,29.6,32.6,64,0,21,9
19/4/2022,929.0375,21.29541667,31.84958333,20.14208333,37.31708333,23.58666667,29.1,31.5,64.9,0,25.5,6
20/4/2022,1604.3975,24.43791667,19.16125,30.52791667,71.1575,48.5425,29.1,32.5,67.8,0,20.3,19
21/4/2022,1081.467083,19.18958333,53.42125,26.91166667,45.40875,30.12375,30.2,35.1,68.8,0.36,19.6,7
22/4/2022,887.3133333,16.15041667,33.5375,19.78333333,34.04791667,21.99166667,30.1,35,68.8,0.07,25,20
23/4/2022,771.88,14.58666667,36.65291667,16.61,35.15333333,20.64166667,30.1,33.4,62.9,0,27.8,11
24/4/2022,789.40375,15.51875,33.0375,19.46583333,31.32291667,20.29541667,30.1,34.2,64.7,0,25.7,16
25/4/2022,822.3654167,18.24208333,15.17958333,21.30833333,31.42125,19.75708333,29.6,33.9,70.7,0.01,20.4,19
26/4/2022,688.0158333,17.44291667,31.20583333,20.95,25.59666667,15.22083333,30.1,34.8,70.3,5.48,20.2,6
27/4/2022,572.5808333,17.67875,16.32375,18.68125,19.65041667,10.99291667,29.8,34.2,69.9,0,22.5,5
28/4/2022,625.8475,16.15791667,7.255,19.04875,21.94166667,13.34166667,30.1,34.1,70.3,3.62,20.3,13
29/4/2022,727.7929167,19.19291667,9.535833333,21.26416667,25.4725,16.02166667,30.5,35.7,68.4,0,27.1,10
30/4/2022,534.7516667,17.95791667,12.52916667,19.08875,19.89416667,10.96458333,30.1,35,70.3,0,22.6,27
1/5/2022,717.6391667,16.3075,11.86875,19.07791667,33.23583333,20.68625,30.4,34.4,65.6,0,20.5,10
2/5/2022,1460.035833,21.88375,23.20125,39.04083333,70.23625,47.27916667,30.6,33.7,60.6,48.99,19.1,11
3/5/2022,944.475,20.79875,45.44,27.30875,48.47,31.20375,30,33.3,63.7,0,20.4,14
4/5/2022,1452.109167,20.5725,37.32666667,36.46833333,67.51333333,45.90666667,30.1,33.3,63.2,0,25.7,10
5/5/2022,795.24625,20.29166667,51.94791667,28.80958333,38.53625,21.59333333,30.8,34.7,61.5,0,15.1,8
6/5/2022,632.6625,15.79083333,40.95958333,19.53041667,28.28625,16.77666667,30.7,34.7,63.5,0,20.2,13
7/5/2022,507.0758333,11.83708333,33.28875,12.76458333,19.85166667,11.68791667,30.8,35.3,64.5,0,27.2,19
